Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Bentleigh,Townhouse,1300000,Passed In,Jellis,24/02/2018,3,2,2,275,2012,Glen Eira City Council,-37.92662,145.04846,SOUTHERN METROPOLITAN
Bentleigh,Townhouse,1002500,Sold,Jellis,24/02/2018,3,2,2,239,2010,Glen Eira City Council,-37.93248,145.04219,SOUTHERN METROPOLITAN
Bentleigh,House,1390000,Sold,Buxton,24/02/2018,4,2,2,833,1920,Glen Eira City Council,-37.92868,145.0314,SOUTHERN METROPOLITAN
Bentleigh,House,2050000,Sold,Jellis,24/02/2018,4,2,4,599,1930,Glen Eira City Council,-37.92319,145.03368,SOUTHERN METROPOLITAN
Bentleigh,Townhouse,1350000,Sold,Buxton,3/03/2018,3,2,1,359,2002,Glen Eira City Council,-37.92025,145.03482,SOUTHERN METROPOLITAN
Bentleigh,House,1300000,Passed In,hockingstuart,3/03/2018,4,2,1,587,1930,Glen Eira City Council,-37.92594,145.0433,SOUTHERN METROPOLITAN
Bentleigh,House,2000000,Passed In,Buxton,17/03/2018,5,3,2,665,2007,Glen Eira City Council,-37.92064,145.03146,SOUTHERN METROPOLITAN
Bentleigh,House,2275000,Sold,Jellis,17/03/2018,5,3,3,705,1998,Glen Eira City Council,-37.92247,145.03051,SOUTHERN METROPOLITAN
Bentleigh,House,1100000,Passed In,Woodards,17/03/2018,3,1,4,635,2019,Glen Eira City Council,-37.92963,145.03666,SOUTHERN METROPOLITAN
Bentleigh East,House,1050000,Sold,Woodards,16/04/2016,3,1,4,726,1950,Glen Eira City Council,-37.9117,145.0695,SOUTHERN METROPOLITAN
Bentleigh East,House,722000,Sold,Buxton,16/04/2016,2,2,1,201,2005,Glen Eira City Council,-37.9293,145.0657,SOUTHERN METROPOLITAN
Bentleigh East,House,930000,Sold Prior,Buxton,16/04/2016,3,1,2,588,1960,Glen Eira City Council,-37.9286,145.069,SOUTHERN METROPOLITAN
Bentleigh East,House,921000,Sold,Buxton,16/04/2016,3,2,1,291,2000,Glen Eira City Council,-37.919,145.0829,SOUTHERN METROPOLITAN
Bentleigh East,House,1215000,Sold,Woodards,7/05/2016,3,2,3,730,1970,Glen Eira City Council,-37.9119,145.0705,SOUTHERN METROPOLITAN
Bentleigh East,House,1200000,Sold,hockingstuart,7/05/2016,4,2,2,619,1960,Glen Eira City Council,-37.9358,145.0688,SOUTHERN METROPOLITAN
Bentleigh East,House,1050000,Sold,Buxton,7/05/2016,3,2,2,627,1950,Glen Eira City Council,-37.9284,145.0668,SOUTHERN METROPOLITAN
Bentleigh East,House,950000,Passed In,Woodards,7/05/2016,5,2,4,618,1950,Glen Eira City Council,-37.9209,145.0757,SOUTHERN METROPOLITAN
Bentleigh East,House,1338000,Sold,Buxton,7/05/2016,3,2,2,610,1970,Glen Eira City Council,-37.9231,145.066,SOUTHERN METROPOLITAN
Bentleigh East,Unit,651000,Sold,Gary,7/05/2016,2,1,1,265,1960,Glen Eira City Council,-37.9223,145.0747,SOUTHERN METROPOLITAN
Bentleigh East,House,920000,Passed In,Buxton,7/05/2016,3,1,3,583,1955,Glen Eira City Council,-37.9272,145.0804,SOUTHERN METROPOLITAN
Bentleigh East,House,1390000,Sold,Buxton,7/05/2016,4,2,2,590,1960,Glen Eira City Council,-37.9256,145.0757,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,805000,Sold,hockingstuart,14/05/2016,3,2,1,268,2000,Glen Eira City Council,-37.9196,145.0691,SOUTHERN METROPOLITAN
Bentleigh East,House,1100000,Sold,Hodges,14/05/2016,4,2,1,274,2004,Glen Eira City Council,-37.9257,145.0735,SOUTHERN METROPOLITAN
Bentleigh East,House,780000,Passed In,hockingstuart,22/05/2016,3,1,1,710,1966,Glen Eira City Council,-37.9324,145.0577,SOUTHERN METROPOLITAN
Bentleigh East,House,1197000,Sold,Buxton,22/05/2016,3,1,2,692,1949,Glen Eira City Council,-37.9232,145.0563,SOUTHERN METROPOLITAN
Bentleigh East,Unit,810000,Sold,Woodards,22/05/2016,3,2,1,316,1950,Glen Eira City Council,-37.9245,145.0773,SOUTHERN METROPOLITAN
Bentleigh East,House,1365000,Passed In,Marshall,22/05/2016,4,1,1,582,1960,Glen Eira City Council,-37.9129,145.0598,SOUTHERN METROPOLITAN
Bentleigh East,House,886000,Sold,Ray,28/05/2016,3,2,1,185,2012,Glen Eira City Council,-37.9159,145.0787,SOUTHERN METROPOLITAN
Bentleigh East,Unit,495000,Sold,Woodards,4/06/2016,2,1,1,76,1980,Glen Eira City Council,-37.91,145.0842,SOUTHERN METROPOLITAN
Bentleigh East,House,1220000,Sold,Hodges,4/06/2016,3,2,2,585,1950,Glen Eira City Council,-37.9167,145.0771,SOUTHERN METROPOLITAN
Bentleigh East,House,885000,Sold,C21,4/06/2016,3,1,2,565,1950,Glen Eira City Council,-37.9262,145.0808,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,830000,Passed In,Buxton,4/06/2016,0,2,2,292,2012,Glen Eira City Council,-37.9168,145.069,SOUTHERN METROPOLITAN
Bentleigh East,House,1100000,Sold,Hodges,4/06/2016,4,2,2,633,1975,Glen Eira City Council,-37.9272,145.0644,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1045000,Sold,Buxton,18/06/2016,4,2,1,316,2010,Glen Eira City Council,-37.9198,145.0789,SOUTHERN METROPOLITAN
Bentleigh East,Unit,800000,Passed In,Buxton,18/06/2016,3,2,2,252,1994,Glen Eira City Council,-37.9085,145.0683,SOUTHERN METROPOLITAN
Bentleigh East,Unit,655000,Sold,hockingstuart,18/06/2016,2,1,1,154,2000,Glen Eira City Council,-37.9079,145.0685,SOUTHERN METROPOLITAN
Bentleigh East,House,1550000,Sold,Hodges,18/06/2016,5,3,2,623,1950,Glen Eira City Council,-37.9066,145.0541,SOUTHERN METROPOLITAN
Bentleigh East,House,835000,Sold,Woodards,18/06/2016,3,1,1,250,1980,Glen Eira City Council,-37.9087,145.0537,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1465000,Sold,Buxton,18/06/2016,3,2,2,319,2015,Glen Eira City Council,-37.9256,145.0533,SOUTHERN METROPOLITAN
Bentleigh East,House,910000,Sold,Buxton,18/06/2016,3,1,1,587,1950,Glen Eira City Council,-37.9241,145.0763,SOUTHERN METROPOLITAN
Bentleigh East,Unit,920000,Sold Prior,Buxton,18/06/2016,3,2,1,388,2007,Glen Eira City Council,-37.9329,145.053,SOUTHERN METROPOLITAN
Bentleigh East,Unit,715000,Sold,hockingstuart,27/06/2016,2,1,1,194,1995,Glen Eira City Council,-37.9107,145.0598,SOUTHERN METROPOLITAN
Bentleigh East,Unit,720000,Passed In,Gary,16/07/2016,3,2,1,228,1996,Glen Eira City Council,-37.9329,145.0617,SOUTHERN METROPOLITAN
Bentleigh East,House,1352000,Sold,hockingstuart,16/07/2016,4,2,2,618,1950,Glen Eira City Council,-37.9252,145.0562,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1005000,Sold Prior,Woodards,16/07/2016,4,2,2,296,2006,Glen Eira City Council,-37.9197,145.057,SOUTHERN METROPOLITAN
Bentleigh East,House,1600000,Sold,Buxton,16/07/2016,4,2,2,659,1930,Glen Eira City Council,-37.906,145.0547,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,860000,Passed In,hockingstuart,26/07/2016,3,2,1,210,2005,Glen Eira City Council,-37.9075,145.061,SOUTHERN METROPOLITAN
Bentleigh East,House,640000,Passed In,hockingstuart,30/07/2016,2,2,2,298,2005,Glen Eira City Council,-37.908,145.0716,SOUTHERN METROPOLITAN
Bentleigh East,House,1040000,Passed In,hockingstuart,6/08/2016,3,2,2,598,1970,Glen Eira City Council,-37.9132,145.0782,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1210000,Sold,hockingstuart,6/08/2016,3,3,2,291,2014,Glen Eira City Council,-37.9347,145.0546,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1160000,Sold,hockingstuart,6/08/2016,3,2,2,321,2006,Glen Eira City Council,-37.914,145.0714,SOUTHERN METROPOLITAN
Bentleigh East,House,702000,Passed In,Buxton,13/08/2016,2,1,1,591,1960,Glen Eira City Council,-37.9179,145.071,SOUTHERN METROPOLITAN
Bentleigh East,House,1698888,Sold,hockingstuart,22/08/2016,4,2,2,598,2006,Glen Eira City Council,-37.9138,145.0774,SOUTHERN METROPOLITAN
Bentleigh East,House,1015000,Sold,C21,28/08/2016,4,2,3,625,1997,Glen Eira City Council,-37.9374,145.0726,SOUTHERN METROPOLITAN
Bentleigh East,Unit,830000,Sold,Woodards,28/08/2016,3,2,2,395,2001,Glen Eira City Council,-37.9364,145.0649,SOUTHERN METROPOLITAN
Bentleigh East,House,1255000,Sold,Buxton,28/08/2016,4,2,2,610,1950,Glen Eira City Council,-37.9207,145.0757,SOUTHERN METROPOLITAN
Bentleigh East,House,1320000,Sold,Buxton,28/08/2016,3,1,1,593,1950,Glen Eira City Council,-37.9178,145.067,SOUTHERN METROPOLITAN
Bentleigh East,House,870000,Sold,Gary,28/08/2016,3,2,1,326,1950,Glen Eira City Council,-37.9236,145.0545,SOUTHERN METROPOLITAN
Bentleigh East,House,1472500,Sold,hockingstuart,28/08/2016,4,2,2,592,2013,Glen Eira City Council,-37.9351,145.0572,SOUTHERN METROPOLITAN
Bentleigh East,House,825000,Sold,Buxton,3/09/2016,2,2,1,176,2008,Glen Eira City Council,-37.9237,145.0763,SOUTHERN METROPOLITAN
Bentleigh East,House,1415000,Sold,Buxton,10/09/2016,4,2,2,604,1970,Glen Eira City Council,-37.9153,145.0707,SOUTHERN METROPOLITAN
Bentleigh East,House,1200000,Sold,hockingstuart,17/09/2016,3,1,1,721,1970,Glen Eira City Council,-37.9244,145.0665,SOUTHERN METROPOLITAN
Bentleigh East,House,780000,Passed In,Buxton,17/09/2016,3,2,2,421,1950,Glen Eira City Council,-37.9168,145.0809,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1250000,Passed In,Buxton,17/09/2016,4,2,2,314,2010,Glen Eira City Council,-37.9299,145.0598,SOUTHERN METROPOLITAN
Bentleigh East,House,1110000,Sold,Buxton,17/09/2016,4,2,2,583,1960,Glen Eira City Council,-37.9262,145.0624,SOUTHERN METROPOLITAN
Bentleigh East,House,1690000,Sold,Gary,17/09/2016,4,2,2,700,1950,Glen Eira City Council,-37.9117,145.0534,SOUTHERN METROPOLITAN
Bentleigh East,Unit,791000,Sold,Woodards,17/09/2016,3,3,1,391,1950,Glen Eira City Council,-37.9149,145.0788,SOUTHERN METROPOLITAN
Bentleigh East,House,1189000,Sold,hockingstuart,17/09/2016,4,2,2,337,2010,Glen Eira City Council,-37.9144,145.0582,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,965000,Sold,Buxton,24/09/2016,3,2,1,283,2010,Glen Eira City Council,-37.9142,145.08,SOUTHERN METROPOLITAN
Bentleigh East,Unit,870000,Sold,Woodards,24/09/2016,3,2,2,365,2011,Glen Eira City Council,-37.9225,145.0754,SOUTHERN METROPOLITAN
Bentleigh East,House,1161000,Sold,hockingstuart,24/09/2016,3,2,3,629,1950,Glen Eira City Council,-37.912,145.0752,SOUTHERN METROPOLITAN
Bentleigh East,House,1266000,Sold,hockingstuart,24/09/2016,3,1,3,676,1970,Glen Eira City Council,-37.9307,145.0531,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,700000,Passed In,hockingstuart,24/09/2016,3,2,2,194,2008,Glen Eira City Council,-37.9272,145.0801,SOUTHERN METROPOLITAN
Bentleigh East,House,1100000,Sold Prior,Buxton,8/10/2016,3,1,2,578,1955,Glen Eira City Council,-37.9186,145.0709,SOUTHERN METROPOLITAN
Bentleigh East,House,1206000,Sold,Hodges,8/10/2016,4,1,1,636,1940,Glen Eira City Council,-37.925,145.0612,SOUTHERN METROPOLITAN
Bentleigh East,House,845000,Sold,Ray,12/11/2016,3,2,2,295,1998,Glen Eira City Council,-37.9239,145.0781,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,860000,Passed In,Buxton,12/11/2016,3,2,1,254,1995,Glen Eira City Council,-37.9227,145.0558,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,921000,Sold,Buxton,12/11/2016,3,2,2,167,2009,Glen Eira City Council,-37.9219,145.0733,SOUTHERN METROPOLITAN
Bentleigh East,House,742500,Sold,Woodards,12/11/2016,2,1,1,300,1960,Glen Eira City Council,-37.9099,145.0726,SOUTHERN METROPOLITAN
Bentleigh East,House,920000,Passed In,Buxton,12/11/2016,3,2,2,578,1950,Glen Eira City Council,-37.9303,145.0805,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,935000,Sold,hockingstuart,19/11/2016,3,2,2,230,2012,Glen Eira City Council,-37.9179,145.0592,SOUTHERN METROPOLITAN
Bentleigh East,House,977000,Sold,Buxton,19/11/2016,3,1,2,543,1970,Glen Eira City Council,-37.9242,145.0705,SOUTHERN METROPOLITAN
Bentleigh East,House,1352000,Sold,Woodards,19/11/2016,3,1,2,686,1950,Glen Eira City Council,-37.9113,145.0765,SOUTHERN METROPOLITAN
Bentleigh East,House,1115000,Sold Prior,Buxton,19/11/2016,4,2,2,575,1960,Glen Eira City Council,-37.9274,145.0654,SOUTHERN METROPOLITAN
Bentleigh East,House,1550000,Passed In,hockingstuart,27/11/2016,5,3,2,583,2007,Glen Eira City Council,-37.9143,145.0699,SOUTHERN METROPOLITAN
Bentleigh East,Unit,790000,Sold,hockingstuart,27/11/2016,3,1,2,406,1996,Glen Eira City Council,-37.9286,145.0737,SOUTHERN METROPOLITAN
Bentleigh East,House,1020000,Sold,Nick,27/11/2016,3,1,2,596,1960,Glen Eira City Council,-37.9251,145.0771,SOUTHERN METROPOLITAN
Bentleigh East,Unit,746000,Sold,hockingstuart,3/12/2016,2,1,2,281,2002,Glen Eira City Council,-37.9255,145.0796,SOUTHERN METROPOLITAN
Bentleigh East,House,1275000,Sold Prior,Buxton,3/12/2016,5,2,2,683,1960,Glen Eira City Council,-37.9333,145.0602,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1185000,Sold,hockingstuart,10/12/2016,4,2,2,305,2012,Glen Eira City Council,-37.9245,145.0507,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1060000,Sold,Woodards,10/12/2016,4,3,1,313,1960,Glen Eira City Council,-37.9164,145.0765,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1325000,Sold,Buxton,25/02/2017,4,4,2,363,2012,Glen Eira City Council,-37.9116,145.0686,SOUTHERN METROPOLITAN
Bentleigh East,Unit,770000,Passed In,hockingstuart,25/02/2017,3,2,1,281,2005,Glen Eira City Council,-37.9257,145.0811,SOUTHERN METROPOLITAN
Bentleigh East,House,1175000,Sold,RT,25/02/2017,4,2,2,620,1980,Glen Eira City Council,-37.9281,145.0669,SOUTHERN METROPOLITAN
Bentleigh East,House,1200000,Sold,Woodards,25/02/2017,3,1,1,640,1960,Glen Eira City Council,-37.916,145.0776,SOUTHERN METROPOLITAN
Bentleigh East,House,1370000,Sold Prior,Gary,25/02/2017,4,1,2,684,1970,Glen Eira City Council,-37.9147,145.0751,SOUTHERN METROPOLITAN
Bentleigh East,House,1433500,Sold,Hodges,25/02/2017,4,1,1,725,1950,Glen Eira City Council,-37.9289,145.0502,SOUTHERN METROPOLITAN
Bentleigh East,Unit,1025000,Sold,Woodards,4/03/2017,3,2,2,384,1999,Glen Eira City Council,-37.9229,145.0557,SOUTHERN METROPOLITAN
Bentleigh East,House,823000,Sold,C21,18/03/2017,3,2,2,213,2003,Glen Eira City Council,-37.9079,145.0707,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,950000,Passed In,Buxton,18/03/2017,4,2,1,450,1940,Glen Eira City Council,-37.9133,145.0837,SOUTHERN METROPOLITAN
Bentleigh East,House,986000,Sold,Buxton,8/04/2017,3,1,3,337,1950,Glen Eira City Council,-37.9331,145.0586,SOUTHERN METROPOLITAN
Bentleigh East,Unit,535000,Sold Prior,hockingstuart,29/04/2017,2,1,1,1026,1970,Glen Eira City Council,-37.911,145.0711,SOUTHERN METROPOLITAN
Bentleigh East,House,1292000,Sold,Woodards,29/04/2017,4,1,2,587,1950,Glen Eira City Council,-37.9194,145.057,SOUTHERN METROPOLITAN
Bentleigh East,House,959000,Sold,Ray,29/04/2017,3,2,2,557,1960,Glen Eira City Council,-37.9076,145.068,SOUTHERN METROPOLITAN
Bentleigh East,House,1205000,Sold,Buxton,29/04/2017,3,3,2,604,1960,Glen Eira City Council,-37.9362,145.0663,SOUTHERN METROPOLITAN
Bentleigh East,House,1515000,Sold,Buxton,6/05/2017,4,3,2,635,1950,Glen Eira City Council,-37.9107,145.0745,SOUTHERN METROPOLITAN
Bentleigh East,House,830000,Passed In,Thomson,13/05/2017,3,1,2,290,2006,Glen Eira City Council,-37.9292,145.0689,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1225000,Sold,hockingstuart,20/05/2017,3,2,2,372,2008,Glen Eira City Council,-37.9127,145.0694,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1055000,Sold Prior,Buxton,20/05/2017,3,2,2,301,2000,Glen Eira City Council,-37.9167,145.077,SOUTHERN METROPOLITAN
Bentleigh East,House,810000,Passed In,Buxton,20/05/2017,3,1,1,294,1950,Glen Eira City Council,-37.919,145.0803,SOUTHERN METROPOLITAN
Bentleigh East,House,1655000,Sold,hockingstuart,27/05/2017,4,2,5,612,2003,Glen Eira City Council,-37.9143,145.06582,SOUTHERN METROPOLITAN
Bentleigh East,House,1430000,Sold,Buxton,27/05/2017,3,2,2,614,1950,Glen Eira City Council,-37.91068,145.06802,SOUTHERN METROPOLITAN
Bentleigh East,House,1460000,Sold Prior,Gary,3/06/2017,4,1,2,722,1955,Glen Eira City Council,-37.91311,145.06496,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,935000,Sold,hockingstuart,3/06/2017,3,2,2,244,2000,Glen Eira City Council,-37.9203,145.08074,SOUTHERN METROPOLITAN
Bentleigh East,House,1620000,Sold,hockingstuart,3/06/2017,4,2,2,426,2014,Glen Eira City Council,-37.91657,145.05534,SOUTHERN METROPOLITAN
Bentleigh East,House,1580000,Sold,Buxton,3/06/2017,4,2,2,604,1950,Glen Eira City Council,-37.91327,145.07917,SOUTHERN METROPOLITAN
Bentleigh East,House,1316000,Sold,hockingstuart,17/06/2017,3,1,1,636,1958,Glen Eira City Council,-37.92463,145.06051,SOUTHERN METROPOLITAN
Bentleigh East,House,1525000,Passed In,Buxton,17/06/2017,3,1,3,581,1940,Glen Eira City Council,-37.9178,145.05414,SOUTHERN METROPOLITAN
Bentleigh East,House,1330000,Passed In,hockingstuart,17/06/2017,4,2,2,566,1950,Glen Eira City Council,-37.91503,145.07997,SOUTHERN METROPOLITAN
Bentleigh East,House,1815000,Sold,hockingstuart,24/06/2017,4,3,2,933,1960,Glen Eira City Council,-37.91954,145.07637,SOUTHERN METROPOLITAN
Bentleigh East,House,1225000,Sold Prior,Buxton,24/06/2017,3,1,2,580,1950,Glen Eira City Council,-37.90984,145.08001,SOUTHERN METROPOLITAN
Bentleigh East,House,1220000,Sold,Buxton,1/07/2017,5,2,2,611,1950,Glen Eira City Council,-37.93228,145.07026,SOUTHERN METROPOLITAN
Bentleigh East,Unit,860000,Sold,hockingstuart,22/07/2017,2,1,1,230,1990,Glen Eira City Council,-37.9236,145.05913,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1260000,Sold,Woodards,29/07/2017,3,2,2,669,1960,Glen Eira City Council,-37.91289,145.08065,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1280000,Sold Prior,Buxton,19/08/2017,3,2,2,335,2013,Glen Eira City Council,-37.91783,145.0816,SOUTHERN METROPOLITAN
Bentleigh East,Unit,690000,Sold,Jellis,19/08/2017,2,2,1,212,2008,Glen Eira City Council,-37.91786,145.08243,SOUTHERN METROPOLITAN
Bentleigh East,House,1595000,Sold,Jellis,19/08/2017,4,1,2,581,1960,Glen Eira City Council,-37.91291,145.05996,SOUTHERN METROPOLITAN
Bentleigh East,House,1800000,Passed In,Gary,26/08/2017,5,3,3,697,1960,Glen Eira City Council,-37.91865,145.05418,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1130000,Sold,Buxton,26/08/2017,4,2,2,270,2012,Glen Eira City Council,-37.90866,145.07533,SOUTHERN METROPOLITAN
Bentleigh East,House,1370000,Passed In,Gary,26/08/2017,4,3,3,605,1930,Glen Eira City Council,-37.91487,145.06623,SOUTHERN METROPOLITAN
Bentleigh East,House,1311000,Sold Prior,Jellis,26/08/2017,3,2,3,632,1950,Glen Eira City Council,-37.92599,145.07537,SOUTHERN METROPOLITAN
Bentleigh East,House,1470000,Sold Prior,Buxton,3/09/2017,3,2,2,616,1960,Glen Eira City Council,-37.91506,145.07121,SOUTHERN METROPOLITAN
Bentleigh East,House,1070000,Passed In,Jellis,16/09/2017,3,1,3,585,1960,Glen Eira City Council,-37.92041,145.07901,SOUTHERN METROPOLITAN
Bentleigh East,House,1020000,Passed In,Buxton,23/09/2017,2,1,2,597,1959,Glen Eira City Council,-37.93574,145.06169,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1050000,Passed In,hockingstuart,7/10/2017,4,2,3,248,1970,Glen Eira City Council,-37.93682,145.0762,SOUTHERN METROPOLITAN
Bentleigh East,House,1162000,Sold,Jellis,14/10/2017,3,2,2,254,2012,Glen Eira City Council,-37.92746,145.05859,SOUTHERN METROPOLITAN
Bentleigh East,House,1160000,Sold,Woodards,14/10/2017,3,1,3,560,1960,Glen Eira City Council,-37.93016,145.0726,SOUTHERN METROPOLITAN
Bentleigh East,House,1000000,Sold,Jellis,14/10/2017,3,2,3,402,1970,Glen Eira City Council,-37.92066,145.0669,SOUTHERN METROPOLITAN
Bentleigh East,House,2055000,Sold,Buxton,21/10/2017,5,5,2,675,2017,Glen Eira City Council,-37.93633,145.07342,SOUTHERN METROPOLITAN
Bentleigh East,House,1420000,Sold,Jellis,21/10/2017,4,2,2,638,1960,Glen Eira City Council,-37.92176,145.07477,SOUTHERN METROPOLITAN
Bentleigh East,House,950000,Sold Prior,Buxton,21/10/2017,3,1,2,366,1960,Glen Eira City Council,-37.91567,145.07111,SOUTHERN METROPOLITAN
Bentleigh East,House,1600000,Passed In,Jellis,28/10/2017,4,1,4,700,1960,Glen Eira City Council,-37.90967,145.05948,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,886000,Sold,Ray,11/11/2017,3,1,1,370,1950,Glen Eira City Council,-37.9087,145.0689,SOUTHERN METROPOLITAN
Bentleigh East,House,1160000,Sold,Jellis,11/11/2017,3,1,1,460,1955,Glen Eira City Council,-37.9238,145.054,SOUTHERN METROPOLITAN
Bentleigh East,House,1640000,Sold,Buxton,18/11/2017,4,2,2,581,2013,Glen Eira City Council,-37.9261,145.0506,SOUTHERN METROPOLITAN
Bentleigh East,House,1240000,Sold,Woodards,9/12/2017,3,1,4,663,1960,Glen Eira City Council,-37.91153,145.07831,SOUTHERN METROPOLITAN
Bentleigh East,House,1430000,Sold Prior,Woodards,9/12/2017,3,1,4,753,1950,Glen Eira City Council,-37.93014,145.05565,SOUTHERN METROPOLITAN
Bentleigh East,House,700000,Passed In,Buxton,10/02/2018,2,1,1,640,1948,Glen Eira City Council,-37.92345,145.0659,SOUTHERN METROPOLITAN
Bentleigh East,House,1751000,Sold,Buxton,10/02/2018,4,2,2,591,1970,Glen Eira City Council,-37.91089,145.0581,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1100000,Passed In,Jellis,17/02/2018,3,3,2,295,2011,Glen Eira City Council,-37.93227,145.06377,SOUTHERN METROPOLITAN
Bentleigh East,House,1160000,Sold,Jellis,17/02/2018,3,1,2,589,1955,Glen Eira City Council,-37.93648,145.07433,SOUTHERN METROPOLITAN
Bentleigh East,House,1430000,Sold,Jellis,17/02/2018,2,1,3,580,1950,Glen Eira City Council,-37.91766,145.05294,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1150000,Passed In,Gary,24/02/2018,4,3,2,303,2016,Glen Eira City Council,-37.91852,145.07436,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1282000,Sold,Jellis,3/03/2018,4,3,2,354,2014,Glen Eira City Council,-37.91372,145.07488,SOUTHERN METROPOLITAN
Bentleigh East,House,1180000,Sold,Buxton,3/03/2018,3,1,2,666,1950,Glen Eira City Council,-37.92498,145.06907,SOUTHERN METROPOLITAN
Bentleigh East,House,1669000,Sold,Jellis,3/03/2018,5,3,2,400,2013,Glen Eira City Council,-37.91653,145.05705,SOUTHERN METROPOLITAN
Bentleigh East,House,1146000,Sold,Buxton,3/03/2018,3,1,1,595,1960,Glen Eira City Council,-37.92083,145.07083,SOUTHERN METROPOLITAN
Bentleigh East,House,1125000,Passed In,Buxton,17/03/2018,3,2,2,587,1965,Glen Eira City Council,-37.93014,145.06384,SOUTHERN METROPOLITAN
Bentleigh East,House,1250000,Sold,Jellis,17/03/2018,3,1,4,592,1960,Glen Eira City Council,-37.91795,145.07162,SOUTHERN METROPOLITAN
Bentleigh East,Townhouse,1336000,Sold,Jellis,17/03/2018,4,2,2,338,2013,Glen Eira City Council,-37.91366,145.07151,SOUTHERN METROPOLITAN
Berwick,House,667000,Sold,C21,27/05/2017,4,2,2,792,1977,Casey City Council,-38.03296,145.33439,EASTERN VICTORIA
Berwick,House,740000,Sold,Harcourts,27/05/2017,4,2,2,796,2004,Casey City Council,-38.06022,145.35044,EASTERN VICTORIA
